"Census Data API: Variables in /data/1990/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
P1060001,TOTAL/PUBLIC ASSIST INC[6] Und 15 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1060002,TOTAL/PUBLIC ASSIST INC[6] 15-64 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1060003,TOTAL/PUBLIC ASSIST INC[6] 65 yrs +,Population Subjects,not required, ,0,int,N/A,N/A
P1060004,TOTAL/NO PUBLIC ASSIST INC[6] Und 15 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1060005,TOTAL/NO PUBLIC ASSIST INC[6] 15-64 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1060006,TOTAL/NO PUBLIC ASSIST INC[6] 65 yrs +,Population Subjects,not required, ,0,int,N/A,N/A
P1070001,"FAMILY INC 89[25] Less than $5,000",Population Subjects,not required, ,0,int,N/A,N/A
P1070002,"FAMILY INC 89[25] $5,000 to $9,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070003,"FAMILY INC 89[25] $10,000 to $12,499",Population Subjects,not required, ,0,int,N/A,N/A
P1070004,"FAMILY INC 89[25] $12,500 to $14,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070005,"FAMILY INC 89[25] $15,000 to $17,499",Population Subjects,not required, ,0,int,N/A,N/A
P1070006,"FAMILY INC 89[25] $17,500 to $19,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070007,"FAMILY INC 89[25] $20,000 to $22,499",Population Subjects,not required, ,0,int,N/A,N/A
P1070008,"FAMILY INC 89[25] $22,500 to $24,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070009,"FAMILY INC 89[25] $25,000 to $27,499",Population Subjects,not required, ,0,int,N/A,N/A
P1070010,"FAMILY INC 89[25] $27,500 to $29,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070011,"FAMILY INC 89[25] $30,000 to $32,499",Population Subjects,not required, ,0,int,N/A,N/A
P1070012,"FAMILY INC 89[25] $32,500 to $34,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070013,"FAMILY INC 89[25] $35,000 to $37,499",Population Subjects,not required, ,0,int,N/A,N/A
P1070014,"FAMILY INC 89[25] $37,500 to $39,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070015,"FAMILY INC 89[25] $40,000 to $42,499",Population Subjects,not required, ,0,int,N/A,N/A
P1070016,"FAMILY INC 89[25] $42,500 to $44,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070017,"FAMILY INC 89[25] $45,000 to $47,499",Population Subjects,not required, ,0,int,N/A,N/A
P1070018,"FAMILY INC 89[25] $47,500 to $49,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070019,"FAMILY INC 89[25] $50,000 to $54,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070020,"FAMILY INC 89[25] $55,000 to $59,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070021,"FAMILY INC 89[25] $60,000 to $74,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070022,"FAMILY INC 89[25] $75,000 to $99,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070023,"FAMILY INC 89[25] $100,000 to $124,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070024,"FAMILY INC 89[25] $125,000 to $149,999",Population Subjects,not required, ,0,int,N/A,N/A
P1070025,"FAMILY INC 89[25] $150,000 or more",Population Subjects,not required, ,0,int,N/A,N/A
P107A001,INC 89[1] Median family income in 1989,Population Subjects,not required, ,0,int,N/A,N/A
P1080001,"AGGR FAM INC BY INC[2] lt $150,000",Population Subjects,not required, ,0,int,N/A,N/A
P1080002,"AGGR FAM INC BY INC[2] $150,000 +",Population Subjects,not required, ,0,int,N/A,N/A
P1090001,MARR COUPLE[6] own chil under 18,Population Subjects,not required, ,0,int,N/A,N/A
P1090002,MARR COUPLE[6] No own chil under 18,Population Subjects,not required, ,0,int,N/A,N/A
P1090003,MARR COUPLE/OTH FAM/M[6] chil undr 18,Population Subjects,not required, ,0,int,N/A,N/A
P1090004,MARR COUPLE/OTH FAM/M[6] No chil undr 18,Population Subjects,not required, ,0,int,N/A,N/A
P1090005,MARR COUPLE/OTH FAM/F[6] chil undr 18,Population Subjects,not required, ,0,int,N/A,N/A
P1090006,MARR COUPLE/OTH FAM/F[6] No chil undr 18,Population Subjects,not required, ,0,int,N/A,N/A
P1100001,"NONFAM INC 89[25] Less than $5,000",Population Subjects,not required, ,0,int,N/A,N/A
P1100002,"NONFAM INC 89[25] $5,000 to $9,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100003,"NONFAM INC 89[25] $10,000 to $12,499",Population Subjects,not required, ,0,int,N/A,N/A
P1100004,"NONFAM INC 89[25] $12,500 to $14,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100005,"NONFAM INC 89[25] $15,000 to $17,499",Population Subjects,not required, ,0,int,N/A,N/A
P1100006,"NONFAM INC 89[25] $17,500 to $19,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100007,"NONFAM INC 89[25] $20,000 to $22,499",Population Subjects,not required, ,0,int,N/A,N/A
P1100008,"NONFAM INC 89[25] $22,500 to $24,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100009,"NONFAM INC 89[25] $25,000 to $27,499",Population Subjects,not required, ,0,int,N/A,N/A
P1100010,"NONFAM INC 89[25] $27,500 to $29,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100011,"NONFAM INC 89[25] $30,000 to $32,499",Population Subjects,not required, ,0,int,N/A,N/A
P1100012,"NONFAM INC 89[25] $32,500 to $34,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100013,"NONFAM INC 89[25] $35,000 to $37,499",Population Subjects,not required, ,0,int,N/A,N/A
P1100014,"NONFAM INC 89[25] $37,500 to $39,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100015,"NONFAM INC 89[25] $40,000 to $42,499",Population Subjects,not required, ,0,int,N/A,N/A
P1100016,"NONFAM INC 89[25] $42,500 to $44,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100017,"NONFAM INC 89[25] $45,000 to $47,499",Population Subjects,not required, ,0,int,N/A,N/A
P1100018,"NONFAM INC 89[25] $47,500 to $49,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100019,"NONFAM INC 89[25] $50,000 to $54,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100020,"NONFAM INC 89[25] $55,000 to $59,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100021,"NONFAM INC 89[25] $60,000 to $74,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100022,"NONFAM INC 89[25] $75,000 to $99,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100023,"NONFAM INC 89[25] $100,000 to $124,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100024,"NONFAM INC 89[25] $125,000 to $149,999",Population Subjects,not required, ,0,int,N/A,N/A
P1100025,"NONFAM INC 89[25] $150,000 or more",Population Subjects,not required, ,0,int,N/A,N/A
P110A001,INC 89[1] Median nonfam household Income,Population Subjects,not required, ,0,int,N/A,N/A
P1110001,"AGGR NONFAM INC BY INC[2] Lt $150,000",Population Subjects,not required, ,0,int,N/A,N/A
P1110002,"AGGR NONFAM INC BY INC[2] $150,000 +",Population Subjects,not required, ,0,int,N/A,N/A
P1120001,WORKERS IN FAMILY 89[4] No workers,Population Subjects,not required, ,0,int,N/A,N/A
P1120002,WORKERS IN FAMILY 89[4] 1 worker,Population Subjects,not required, ,0,int,N/A,N/A
P1120003,WORKERS IN FAMILY 89[4] 2 workers,Population Subjects,not required, ,0,int,N/A,N/A
P1120004,WORKERS IN FAMILY 89[4] 3 or more,Population Subjects,not required, ,0,int,N/A,N/A
P1130001,AGGR FAM INC BY WORKERS[4] No workers,Population Subjects,not required, ,0,int,N/A,N/A
P1130002,AGGR FAM INC BY WORKERS[4] 1 worker,Population Subjects,not required, ,0,int,N/A,N/A
P1130003,AGGR FAM INC BY WORKERS[4] 2 workers,Population Subjects,not required, ,0,int,N/A,N/A
P1130004,AGGR FAM INC BY WORKERS[4] 3 or more,Population Subjects,not required, ,0,int,N/A,N/A
P1140001,TOTAL[4] In households,Population Subjects,not required, ,0,int,N/A,N/A
P1140002,TOTAL/GROUP[4] Institutionalized persons,Population Subjects,not required, ,0,int,N/A,N/A
P1140003,TOTAL/GROUP[4] Other pers in group quart,Population Subjects,not required, ,0,int,N/A,N/A
P1140004,Filler,Population Subjects,not required, ,0,int,N/A,N/A
P114A001,INC 89[1] Per capita Income In 1989,Population Subjects,not required, ,0,int,N/A,N/A
P114B001,PER CAPITA INC[4] In households,Population Subjects,not required, ,0,int,N/A,N/A
P114B002,PER CAPITA INC/GROUP[4] Instit persons,Population Subjects,not required, ,0,int,N/A,N/A
P114B003,PER CAPITA INC/GROUP[4] Oth pers in qrtr,Population Subjects,not required, ,0,int,N/A,N/A
P114B004,Filler,Population Subjects,not required, ,0,int,N/A,N/A
P1150001,AGGR INC 89[5] White,Population Subjects,not required, ,0,int,N/A,N/A
P1150002,AGGR INC 89[5] Black,Population Subjects,not required, ,0,int,N/A,N/A
P1150003,AGGR INC 89[5] Am Indian-Eskimo-Aleut,Population Subjects,not required, ,0,int,N/A,N/A
P1150004,AGGR INC 89[5] Asian or Pacific Islander,Population Subjects,not required, ,0,int,N/A,N/A
P1150005,AGGR INC 89[5] Other race,Population Subjects,not required, ,0,int,N/A,N/A
P115A001,PER CAPITA INC[5] White,Population Subjects,not required, ,0,int,N/A,N/A
P115A002,PER CAPITA INC[5] Black,Population Subjects,not required, ,0,int,N/A,N/A
P115A003,PER CAPITA INC[5] Am Ind-Eskimo-Aleut,Population Subjects,not required, ,0,int,N/A,N/A
P115A004,PER CAPITA INC[5] Asian-Pacfic Islander,Population Subjects,not required, ,0,int,N/A,N/A
P115A005,PER CAPITA INC[5] Other race,Population Subjects,not required, ,0,int,N/A,N/A
P1160001,AGGR INC 89[1] Total,Population Subjects,not required, ,0,int,N/A,N/A
P116A001,INC 89[1] Per capita income in 1989,Population Subjects,not required, ,0,int,N/A,N/A
P1170001,INC IN 89 ABOVE POVERTY[24] Under 5 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1170002,INC IN 89 ABOVE POVERTY[24] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170003,INC IN 89 ABOVE POVERTY[24] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170004,INC IN 89 ABOVE POVERTY[24] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170005,INC IN 89 ABOVE POVERTY[24] 18-24 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170006,INC IN 89 ABOVE POVERTY[24] 25-34 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170007,INC IN 89 ABOVE POVERTY[24] 35-44 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170008,INC IN 89 ABOVE POVERTY[24] 45-54 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170009,INC IN 89 ABOVE POVERTY[24] 55-59 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170010,INC IN 89 ABOVE POVERTY[24] 60-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170011,INC IN 89 ABOVE POVERTY[24] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170012,INC IN 89 ABOVE POVERTY[24] 75 yrs +,Population Subjects,not required, ,0,int,N/A,N/A
P1170013,INC IN 89 BELOW POVERTY[24] Under 5 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1170014,INC IN 89 BELOW POVERTY[24] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170015,INC IN 89 BELOW POVERTY[24] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170016,INC IN 89 BELOW POVERTY[24] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170017,INC IN 89 BELOW POVERTY[24] 18-24 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170018,INC IN 89 BELOW POVERTY[24] 25-34 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170019,INC IN 89 BELOW POVERTY[24] 35-44 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170020,INC IN 89 BELOW POVERTY[24] 45-54 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170021,INC IN 89 BELOW POVERTY[24] 55-59 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170022,INC IN 89 BELOW POVERTY[24] 60-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170023,INC IN 89 BELOW POVERTY[24] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1170024,INC IN 89 BELOW POVERTY[24] 75 yrs +,Population Subjects,not required, ,0,int,N/A,N/A
P1180001,INC ABOVE POVERTY/MALE[28] Under 5 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1180002,INC ABOVE POVERTY/MALE[28] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180003,INC ABOVE POVERTY/MALE[28] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180004,INC ABOVE POVERTY/MALE[28] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180005,INC ABOVE POVERTY/MALE[28] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180006,INC ABOVE POVERTY/MALE[28] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180007,INC ABOVE POVERTY/MALE[28] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1180008,INC ABOVE POVERTY/FEM[28] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180009,INC ABOVE POVERTY/FEM[28] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180010,INC ABOVE POVERTY/FEM[28] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180011,INC ABOVE POVERTY/FEM[28] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180012,INC ABOVE POVERTY/FEM[28] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180013,INC ABOVE POVERTY/FEM[28] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180014,INC ABOVE POVERTY/FEM[28] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1180015,INC BELOW POVERTY/MALE[28] Under 5 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P1180016,INC BELOW POVERTY/MALE[28] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180017,INC BELOW POVERTY/MALE[28] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180018,INC BELOW POVERTY/MALE[28] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180019,INC BELOW POVERTY/MALE[28] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180020,INC BELOW POVERTY/MALE[28] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180021,INC BELOW POVERTY/MALE[28] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1180022,INC BELOW POVERTY/FEM[28] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180023,INC BELOW POVERTY/FEM[28] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180024,INC BELOW POVERTY/FEM[28] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180025,INC BELOW POVERTY/FEM[28] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180026,INC BELOW POVERTY/FEM[28] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180027,INC BELOW POVERTY/FEM[28] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1180028,INC BELOW POVERTY/FEM[28] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1190001,INC ABOVE POV/WHITE[70] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190002,INC ABOVE POV/WHITE[70] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190003,INC ABOVE POV/WHITE[70] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190004,INC ABOVE POV/WHITE[70] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190005,INC ABOVE POV/WHITE[70] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190006,INC ABOVE POV/WHITE[70] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190007,INC ABOVE POV/WHITE[70] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1190008,INC ABOVE POV/BLACK[70] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190009,INC ABOVE POV/BLACK[70] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190010,INC ABOVE POV/BLACK[70] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190011,INC ABOVE POV/BLACK[70] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190012,INC ABOVE POV/BLACK[70] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190013,INC ABOVE POV/BLACK[70] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190014,INC ABOVE POV/BLACK[70] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1190015,INC ABOVE POV/AM IND[70] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190016,INC ABOVE POV/AM IND[70] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190017,INC ABOVE POV/AM IND[70] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190018,INC ABOVE POV/AM IND[70] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190019,INC ABOVE POV/AM IND[70] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190020,INC ABOVE POV/AM IND[70] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190021,INC ABOVE POV/AM IND[70] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1190022,INC ABOVE POV/ASIAN[70] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190023,INC ABOVE POV/ASIAN[70] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190024,INC ABOVE POV/ASIAN[70] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190025,INC ABOVE POV/ASIAN[70] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190026,INC ABOVE POV/ASIAN[70] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190027,INC ABOVE POV/ASIAN[70] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190028,INC ABOVE POV/ASIAN[70] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1190029,INC ABOVE POV/OTHER[70] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190030,INC ABOVE POV/OTHER[70] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190031,INC ABOVE POV/OTHER[70] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190032,INC ABOVE POV/OTHER[70] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190033,INC ABOVE POV/OTHER[70] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190034,INC ABOVE POV/OTHER[70] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190035,INC ABOVE POV/OTHER[70] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1190036,INC BELOW POV/WHITE[70] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190037,INC BELOW POV/WHITE[70] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190038,INC BELOW POV/WHITE[70] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190039,INC BELOW POV/WHITE[70] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190040,INC BELOW POV/WHITE[70] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190041,INC BELOW POV/WHITE[70] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190042,INC BELOW POV/WHITE[70] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1190043,INC BELOW POV/BLACK[70] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190044,INC BELOW POV/BLACK[70] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190045,INC BELOW POV/BLACK[70] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190046,INC BELOW POV/BLACK[70] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190047,INC BELOW POV/BLACK[70] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190048,INC BELOW POV/BLACK[70] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190049,INC BELOW POV/BLACK[70] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1190050,INC BELOW POV/AM IND[70] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190051,INC BELOW POV/AM IND[70] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190052,INC BELOW POV/AM IND[70] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190053,INC BELOW POV/AM IND[70] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190054,INC BELOW POV/AM IND[70] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190055,INC BELOW POV/AM IND[70] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190056,INC BELOW POV/AM IND[70] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1190057,INC BELOW POV/ASIAN[70] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190058,INC BELOW POV/ASIAN[70] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190059,INC BELOW POV/ASIAN[70] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190060,INC BELOW POV/ASIAN[70] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190061,INC BELOW POV/ASIAN[70] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190062,INC BELOW POV/ASIAN[70] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190063,INC BELOW POV/ASIAN[70] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1190064,INC BELOW POV/OTHER[70] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190065,INC BELOW POV/OTHER[70] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190066,INC BELOW POV/OTHER[70] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190067,INC BELOW POV/OTHER[70] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190068,INC BELOW POV/OTHER[70] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190069,INC BELOW POV/OTHER[70] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1190070,INC BELOW POV/OTHER[70] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1200001,INC ABOVE POV[14] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200002,INC ABOVE POV[14] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200003,INC ABOVE POV[14] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200004,INC ABOVE POV[14] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200005,INC ABOVE POV[14] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200006,INC ABOVE POV[14] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200007,INC ABOVE POV[14] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1200008,INC BELOW POV[14] Under 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200009,INC BELOW POV[14] 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200010,INC BELOW POV[14] 6-11 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200011,INC BELOW POV[14] 12-17 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200012,INC BELOW POV[14] 18-64 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200013,INC BELOW POV[14] 65-74 years,Population Subjects,not required, ,0,int,N/A,N/A
P1200014,INC BELOW POV[14] 75 years +,Population Subjects,not required, ,0,int,N/A,N/A
P1210001,RATIO INC TO POV[9] Under .50,Population Subjects,not required, ,0,int,N/A,N/A
P1210002,RATIO INC TO POV[9] .50-.74,Population Subjects,not required, ,0,int,N/A,N/A
P1210003,RATIO INC TO POV[9] .75-.99,Population Subjects,not required, ,0,int,N/A,N/A
P1210004,RATIO INC TO POV[9] 1.00-1.24,Population Subjects,not required, ,0,int,N/A,N/A
P1210005,RATIO INC TO POV[9] 1.25-1.49,Population Subjects,not required, ,0,int,N/A,N/A
P1210006,RATIO INC TO POV[9] 1.50-1.74,Population Subjects,not required, ,0,int,N/A,N/A
P1210007,RATIO INC TO POV[9] 1.75-1.84,Population Subjects,not required, ,0,int,N/A,N/A
P1210008,RATIO INC TO POV[9] 1.85-1.99,Population Subjects,not required, ,0,int,N/A,N/A
P1210009,RATIO INC TO POV[9] 2.00 and over,Population Subjects,not required, ,0,int,N/A,N/A
P1220001,AP/<65 [54] marr-coup famil,Population Subjects,not required, ,0,int,N/A,N/A
P1220002,AP/<65/OTH FAM[54] M no W,Population Subjects,not required, ,0,int,N/A,N/A
P1220003,AP/<65/OTH FAM[54] F no H,Population Subjects,not required, ,0,int,N/A,N/A
P1220004,AP/<65/UNREL[54] family household,Population Subjects,not required, ,0,int,N/A,N/A
P1220005,AP/<65/UNREL/NFAM/HHLDR[54] Liv alone,Population Subjects,not required, ,0,int,N/A,N/A
P1220006,AP/<65/UNREL/NFAM/HHLDR[54] N liv alon,Population Subjects,not required, ,0,int,N/A,N/A
P1220007,AP/<65/UNREL/NFAM[54] Nonrelatives,Population Subjects,not required, ,0,int,N/A,N/A
P1220008,AP/<65/UNREL[54] In group quarters,Population Subjects,not required, ,0,int,N/A,N/A
P1220009,Filler,Population Subjects,not required, ,0,int,N/A,N/A
P1220010,AP/65-74[54] marr-coup famil,Population Subjects,not required, ,0,int,N/A,N/A
P1220011,AP/65-74/OTH FAM[54] M no W,Population Subjects,not required, ,0,int,N/A,N/A
P1220012,AP/65-74/OTH FAM[54] F no H,Population Subjects,not required, ,0,int,N/A,N/A
P1220013,AP/65-74/UNREL[54] family household,Population Subjects,not required, ,0,int,N/A,N/A
P1220014,AP/65-74/UNREL/NFAM/HHLDR[54] Liv alone,Population Subjects,not required, ,0,int,N/A,N/A
P1220015,AP/65-74/UNREL/NFAM/HHLDR[54] N liv alon,Population Subjects,not required, ,0,int,N/A,N/A
P1220016,AP/65-74/UNREL/NFAM[54] Nonrelatives,Population Subjects,not required, ,0,int,N/A,N/A
P1220017,AP/65-74/UNREL[54] In group quarters,Population Subjects,not required, ,0,int,N/A,N/A
P1220018,Filler,Population Subjects,not required, ,0,int,N/A,N/A
P1220019,AP/75+[54] marr-coup famil,Population Subjects,not required, ,0,int,N/A,N/A
P1220020,AP/75+/OTH FAM[54] M no W,Population Subjects,not required, ,0,int,N/A,N/A
P1220021,AP/75+/OTH FAM[54] F no H,Population Subjects,not required, ,0,int,N/A,N/A
P1220022,AP/75+/UNREL[54] family household,Population Subjects,not required, ,0,int,N/A,N/A
P1220023,AP/75+/UNREL/NFAM/HHLDR[54] Liv alone,Population Subjects,not required, ,0,int,N/A,N/A
P1220024,AP/75+/UNREL/NFAM/HHLDR[54] N liv alon,Population Subjects,not required, ,0,int,N/A,N/A
P1220025,AP/75+/UNREL/NFAM[54] Nonrelatives,Population Subjects,not required, ,0,int,N/A,N/A
