"Census Data API: Variables in /data/2000/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
PCT073A026,Total: Male: Other:,PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A027,Total: Male: Other: No earnings,PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A028,Total: Male: Other: With earnings:,PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A029,"Total: Male: Other: With earnings: $1 to $2,499 or loss",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A030,"Total: Male: Other: With earnings: $2,500 to $4,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A031,"Total: Male: Other: With earnings: $5,000 to $7,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A032,"Total: Male: Other: With earnings: $7,500 to $9,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A033,"Total: Male: Other: With earnings: $10,000 to $12,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A034,"Total: Male: Other: With earnings: $12,500 to $14,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A035,"Total: Male: Other: With earnings: $15,000 to $17,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A036,"Total: Male: Other: With earnings: $17,500 to $19,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A037,"Total: Male: Other: With earnings: $20,000 to $22,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A038,"Total: Male: Other: With earnings: $22,500 to $24,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A039,"Total: Male: Other: With earnings: $25,000 to $29,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A040,"Total: Male: Other: With earnings: $30,000 to $34,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A041,"Total: Male: Other: With earnings: $35,000 to $39,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A042,"Total: Male: Other: With earnings: $40,000 to $44,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A043,"Total: Male: Other: With earnings: $45,000 to $49,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A044,"Total: Male: Other: With earnings: $50,000 to $54,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A045,"Total: Male: Other: With earnings: $55,000 to $64,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A046,"Total: Male: Other: With earnings: $65,000 to $74,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A047,"Total: Male: Other: With earnings: $75,000 to $99,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A048,"Total: Male: Other: With earnings: $100,000 or more",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A049,Total: Female:,PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A050,"Total: Female: Worked full-time, year-round in 1999:",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A051,"Total: Female: Worked full-time, year-round in 1999: No earnings",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A052,"Total: Female: Worked full-time, year-round in 1999: With earnings:",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A053,"Total: Female: Worked full-time, year-round in 1999: With earnings: $1 to $2,499 or loss",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A054,"Total: Female: Worked full-time, year-round in 1999: With earnings: $2,500 to $4,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A055,"Total: Female: Worked full-time, year-round in 1999: With earnings: $5,000 to $7,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A056,"Total: Female: Worked full-time, year-round in 1999: With earnings: $7,500 to $9,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A057,"Total: Female: Worked full-time, year-round in 1999: With earnings: $10,000 to $12,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A058,"Total: Female: Worked full-time, year-round in 1999: With earnings: $12,500 to $14,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A059,"Total: Female: Worked full-time, year-round in 1999: With earnings: $15,000 to $17,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A060,"Total: Female: Worked full-time, year-round in 1999: With earnings: $17,500 to $19,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A061,"Total: Female: Worked full-time, year-round in 1999: With earnings: $20,000 to $22,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A062,"Total: Female: Worked full-time, year-round in 1999: With earnings: $22,500 to $24,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A063,"Total: Female: Worked full-time, year-round in 1999: With earnings: $25,000 to $29,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A064,"Total: Female: Worked full-time, year-round in 1999: With earnings: $30,000 to $34,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A065,"Total: Female: Worked full-time, year-round in 1999: With earnings: $35,000 to $39,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A066,"Total: Female: Worked full-time, year-round in 1999: With earnings: $40,000 to $44,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A067,"Total: Female: Worked full-time, year-round in 1999: With earnings: $45,000 to $49,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A068,"Total: Female: Worked full-time, year-round in 1999: With earnings: $50,000 to $54,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A069,"Total: Female: Worked full-time, year-round in 1999: With earnings: $55,000 to $64,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A070,"Total: Female: Worked full-time, year-round in 1999: With earnings: $65,000 to $74,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A071,"Total: Female: Worked full-time, year-round in 1999: With earnings: $75,000 to $99,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A072,"Total: Female: Worked full-time, year-round in 1999: With earnings: $100,000 or more",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A073,Total: Female: Other:,PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A074,Total: Female: Other: No earnings,PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A075,Total: Female: Other: With earnings:,PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A076,"Total: Female: Other: With earnings: $1 to $2,499 or loss",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A077,"Total: Female: Other: With earnings: $2,500 to $4,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A078,"Total: Female: Other: With earnings: $5,000 to $7,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A079,"Total: Female: Other: With earnings: $7,500 to $9,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A080,"Total: Female: Other: With earnings: $10,000 to $12,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A081,"Total: Female: Other: With earnings: $12,500 to $14,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A082,"Total: Female: Other: With earnings: $15,000 to $17,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A083,"Total: Female: Other: With earnings: $17,500 to $19,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A084,"Total: Female: Other: With earnings: $20,000 to $22,499",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A085,"Total: Female: Other: With earnings: $22,500 to $24,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A086,"Total: Female: Other: With earnings: $25,000 to $29,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A087,"Total: Female: Other: With earnings: $30,000 to $34,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A088,"Total: Female: Other: With earnings: $35,000 to $39,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A089,"Total: Female: Other: With earnings: $40,000 to $44,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A090,"Total: Female: Other: With earnings: $45,000 to $49,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A091,"Total: Female: Other: With earnings: $50,000 to $54,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A092,"Total: Female: Other: With earnings: $55,000 to $64,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A093,"Total: Female: Other: With earnings: $65,000 to $74,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A094,"Total: Female: Other: With earnings: $75,000 to $99,999",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073A095,"Total: Female: Other: With earnings: $100,000 or more",PCT73A. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (White Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B001,Total: Black or African American alone population 16 years and over,PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B002,Total: Male:,PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B003,"Total: Male: Worked full-time, year-round in 1999:",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B004,"Total: Male: Worked full-time, year-round in 1999: No earnings",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B005,"Total: Male: Worked full-time, year-round in 1999: With earnings:",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B006,"Total: Male: Worked full-time, year-round in 1999: With earnings: $1 to $2,499 or loss",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B007,"Total: Male: Worked full-time, year-round in 1999: With earnings: $2,500 to $4,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B008,"Total: Male: Worked full-time, year-round in 1999: With earnings: $5,000 to $7,499",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B009,"Total: Male: Worked full-time, year-round in 1999: With earnings: $7,500 to $9,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B010,"Total: Male: Worked full-time, year-round in 1999: With earnings: $10,000 to $12,499",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B011,"Total: Male: Worked full-time, year-round in 1999: With earnings: $12,500 to $14,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B012,"Total: Male: Worked full-time, year-round in 1999: With earnings: $15,000 to $17,499",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B013,"Total: Male: Worked full-time, year-round in 1999: With earnings: $17,500 to $19,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B014,"Total: Male: Worked full-time, year-round in 1999: With earnings: $20,000 to $22,499",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B015,"Total: Male: Worked full-time, year-round in 1999: With earnings: $22,500 to $24,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B016,"Total: Male: Worked full-time, year-round in 1999: With earnings: $25,000 to $29,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B017,"Total: Male: Worked full-time, year-round in 1999: With earnings: $30,000 to $34,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B018,"Total: Male: Worked full-time, year-round in 1999: With earnings: $35,000 to $39,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B019,"Total: Male: Worked full-time, year-round in 1999: With earnings: $40,000 to $44,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B020,"Total: Male: Worked full-time, year-round in 1999: With earnings: $45,000 to $49,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B021,"Total: Male: Worked full-time, year-round in 1999: With earnings: $50,000 to $54,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B022,"Total: Male: Worked full-time, year-round in 1999: With earnings: $55,000 to $64,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B023,"Total: Male: Worked full-time, year-round in 1999: With earnings: $65,000 to $74,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B024,"Total: Male: Worked full-time, year-round in 1999: With earnings: $75,000 to $99,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B025,"Total: Male: Worked full-time, year-round in 1999: With earnings: $100,000 or more",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B026,Total: Male: Other:,PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B027,Total: Male: Other: No earnings,PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B028,Total: Male: Other: With earnings:,PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B029,"Total: Male: Other: With earnings: $1 to $2,499 or loss",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B030,"Total: Male: Other: With earnings: $2,500 to $4,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B031,"Total: Male: Other: With earnings: $5,000 to $7,499",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B032,"Total: Male: Other: With earnings: $7,500 to $9,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B033,"Total: Male: Other: With earnings: $10,000 to $12,499",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B034,"Total: Male: Other: With earnings: $12,500 to $14,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B035,"Total: Male: Other: With earnings: $15,000 to $17,499",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B036,"Total: Male: Other: With earnings: $17,500 to $19,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B037,"Total: Male: Other: With earnings: $20,000 to $22,499",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B038,"Total: Male: Other: With earnings: $22,500 to $24,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B039,"Total: Male: Other: With earnings: $25,000 to $29,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B040,"Total: Male: Other: With earnings: $30,000 to $34,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B041,"Total: Male: Other: With earnings: $35,000 to $39,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B042,"Total: Male: Other: With earnings: $40,000 to $44,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B043,"Total: Male: Other: With earnings: $45,000 to $49,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B044,"Total: Male: Other: With earnings: $50,000 to $54,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B045,"Total: Male: Other: With earnings: $55,000 to $64,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B046,"Total: Male: Other: With earnings: $65,000 to $74,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B047,"Total: Male: Other: With earnings: $75,000 to $99,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B048,"Total: Male: Other: With earnings: $100,000 or more",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B049,Total: Female:,PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B050,"Total: Female: Worked full-time, year-round in 1999:",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B051,"Total: Female: Worked full-time, year-round in 1999: No earnings",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B052,"Total: Female: Worked full-time, year-round in 1999: With earnings:",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B053,"Total: Female: Worked full-time, year-round in 1999: With earnings: $1 to $2,499 or loss",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B054,"Total: Female: Worked full-time, year-round in 1999: With earnings: $2,500 to $4,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B055,"Total: Female: Worked full-time, year-round in 1999: With earnings: $5,000 to $7,499",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
PCT073B056,"Total: Female: Worked full-time, year-round in 1999: With earnings: $7,500 to $9,999",PCT73B. Sex by Work Experience in 1999 by Earnings in 1999 for the Population 16 Years and Over (Black or African American Alone) [95],not required, ,0,(not a predicate),N/A,N/A
